City,Year,PM2.5,PM10,NO2,NH3,CO,SO2,O3,AQI
Aizawl,2020,8.24,13.13,0.23,16.69,0.28,6.46,0.1,20.0
Aizawl,2020,5.48,9.88,0.08,14.56,0.19,6.42,0.07,19.0
Aizawl,2020,6.32,11.92,0.22,15.74,0.23,6.93,0.41,19.0
Aizawl,2020,10.16,14.63,0.25,18.64,0.27,7.6,0.12,19.0
Aizawl,2020,6.15,8.99,0.63,15.26,0.24,7.36,2.82,20.0
Aizawl,2020,3.93,6.85,0.18,19.43,0.27,8.04,0.19,20.0
Aizawl,2020,13.61,17.4,0.49,22.37,0.32,8.51,2.66,20.0
Aizawl,2020,13.29,19.14,0.34,27.89,0.37,8.6,0.24,24.0
Aizawl,2020,16.09,20.04,0.09,32.66,0.31,8.61,0.06,24.0
Aizawl,2020,25.35,31.71,0.69,29.77,0.39,8.87,7.63,35.0
Aizawl,2020,27.97,33.56,0.44,29.94,0.42,8.91,0.18,46.0
Aizawl,2020,23.72,28.88,0.6,21.17,0.37,8.41,1.74,46.0
Aizawl,2020,21.05,24.86,0.65,23.68,0.32,9.08,7.27,33.0
Aizawl,2020,14.82,19.67,0.35,23.19,0.31,9.06,0.05,31.0
Aizawl,2020,8.3,12.62,0.29,22.47,0.27,9.19,30.84,21.0
Aizawl,2020,12.42,18.0,0.12,25.82,0.23,9.84,0.04,20.0
Aizawl,2020,17.92,25.29,0.56,28.94,0.38,10.05,4.03,26.0
Aizawl,2020,18.83,24.52,0.48,25.16,0.36,9.84,1.16,32.0
Aizawl,2020,6.53,10.27,0.51,17.62,0.31,9.81,0.44,24.0
Aizawl,2020,8.97,14.44,0.34,13.24,0.21,10.1,2.88,20.0
Aizawl,2020,14.67,19.13,0.36,11.35,0.25,9.92,1.07,22.0
Aizawl,2020,16.13,21.52,0.27,16.11,0.25,10.88,0.28,22.0
Aizawl,2020,13.4,19.09,0.09,15.75,0.19,11.19,0.68,27.0
Aizawl,2020,9.72,14.84,0.28,14.45,0.19,11.14,1.77,20.0
Aizawl,2020,9.03,13.23,0.42,12.13,0.22,11.09,2.5,19.0
Aizawl,2020,1.96,4.32,0.62,16.72,0.21,11.13,4.82,21.0
Aizawl,2020,3.47,9.67,0.35,19.71,0.24,11.89,2.67,21.0
Aizawl,2020,3.62,7.84,0.47,12.68,0.24,11.24,1.98,20.0
Aizawl,2020,3.43,7.24,0.21,12.93,0.22,11.38,0.24,20.0
Aizawl,2020,3.68,7.45,0.08,12.87,0.17,11.58,0.1,19.0
Aizawl,2020,4.52,9.11,0.59,12.84,0.22,11.83,3.37,19.0
Aizawl,2020,3.96,8.56,0.21,13.28,0.24,12.13,30.84,20.0
Aizawl,2020,2.33,6.33,0.29,14.43,0.24,12.24,2.76,20.0
Aizawl,2020,2.17,4.57,0.22,16.06,0.19,12.61,2.8,19.0
Aizawl,2020,2.49,7.33,0.7,25.23,0.24,12.97,3.3,31.0
Aizawl,2020,2.81,6.19,0.15,18.88,0.21,12.82,30.84,20.0
Aizawl,2020,5.2,95.68,0.09,19.16,0.18,12.16,30.84,19.0
Aizawl,2020,14.44,22.3,0.76,22.38,0.41,13.0,0.87,25.0
Aizawl,2020,10.08,13.04,0.13,24.75,0.33,13.48,30.84,23.0
Aizawl,2020,1.54,2.79,0.1,21.4,0.22,13.44,30.84,19.0
Aizawl,2020,48.57,6.11,0.31,20.59,0.21,13.53,1.92,118.0
Aizawl,2020,0.99,8.1,0.25,21.22,0.2,11.92,3.6,19.0
Aizawl,2020,1.4,5.8,0.07,22.03,0.17,8.11,4.35,19.0
Aizawl,2020,0.98,4.59,0.07,24.59,0.16,8.82,3.77,19.0
Aizawl,2020,1.19,4.99,0.07,24.48,0.17,8.52,4.17,19.0
Aizawl,2020,1.14,6.19,0.37,20.36,0.17,8.62,4.86,19.0
Aizawl,2020,48.57,1.99,0.33,19.46,0.16,5.65,4.5,20.0
Aizawl,2020,1.25,9.1,0.22,24.03,0.15,1.76,2.0,20.0
Aizawl,2020,5.92,19.02,0.26,36.73,0.2,2.84,1.58,20.0
Aizawl,2020,2.46,12.72,0.08,34.12,0.22,2.39,30.84,19.0
Aizawl,2020,2.63,9.03,0.06,29.9,0.15,2.33,0.34,19.0
Aizawl,2020,2.88,13.68,0.32,29.98,0.16,1.91,1.79,20.0
Aizawl,2020,2.76,13.65,0.38,25.38,0.05,0.95,2.6,20.0
Aizawl,2020,8.62,32.1,0.14,25.57,0.07,1.08,1.84,25.0
Aizawl,2020,7.98,28.92,0.16,23.4,0.05,1.03,1.76,33.0
Aizawl,2020,1.39,7.21,0.18,22.46,0.03,1.24,1.08,21.0
Aizawl,2020,0.16,3.16,0.07,22.42,0.02,1.08,1.29,19.0
Aizawl,2020,0.24,1.15,0.05,25.45,0.02,1.38,1.4,19.0
Aizawl,2020,0.28,10.02,0.13,28.73,0.12,2.03,0.95,20.0
Aizawl,2020,1.89,9.27,0.1,28.68,0.11,2.23,1.16,20.0
Aizawl,2020,4.49,5.39,0.07,19.41,0.02,2.07,3.39,20.0
Amaravati,2017,71.36,115.75,20.65,12.19,0.1,10.76,109.26,118.0
Amaravati,2017,81.4,124.5,20.5,10.72,0.12,15.24,127.09,184.0
Amaravati,2017,78.32,129.06,26.0,10.28,0.14,26.96,117.44,197.0
Amaravati,2017,88.76,135.32,30.85,12.91,0.11,33.59,111.81,198.0
Amaravati,2017,64.18,104.09,28.07,11.42,0.09,19.0,138.18,188.0
Amaravati,2017,72.47,114.84,23.2,12.25,0.16,10.55,109.74,173.0
Amaravati,2017,69.8,114.86,20.17,10.95,0.12,14.07,118.09,165.0
Amaravati,2017,73.96,113.56,19.29,10.95,0.1,13.9,123.8,191.0
Amaravati,2017,89.9,140.2,26.19,13.12,0.1,19.37,128.73,191.0
Amaravati,2017,87.14,130.52,21.31,14.36,0.15,11.41,114.8,227.0
Amaravati,2017,84.64,125.0,26.98,14.41,0.18,9.84,112.41,168.0
Amaravati,2017,88.36,121.77,20.23,13.72,0.12,14.02,117.93,198.0
Amaravati,2017,96.83,139.36,25.65,15.12,0.11,16.54,117.21,201.0
Amaravati,2017,117.46,181.64,41.1,17.34,0.13,28.79,94.63,252.0
Amaravati,2017,122.88,208.86,54.87,17.96,0.27,22.97,68.6,310.0
Amaravati,2017,74.28,141.22,44.97,15.73,0.09,21.9,60.62,196.0
Amaravati,2017,50.32,102.77,33.85,12.56,0.1,13.65,68.15,132.0
Amaravati,2017,58.47,115.27,41.64,15.2,0.16,18.37,73.75,147.0
Amaravati,2017,89.35,131.48,42.1,21.24,0.24,7.42,44.67,179.0
Amaravati,2017,64.42,99.74,34.78,17.63,0.15,5.81,50.16,145.0
Amaravati,2017,69.4,98.94,29.97,19.34,0.14,5.8,55.0,115.0
Amaravati,2017,71.07,109.65,25.0,16.0,0.1,8.33,79.04,140.0
Amaravati,2017,79.76,129.81,40.92,15.56,0.17,8.51,73.17,156.0
Amaravati,2017,108.06,167.62,47.05,18.52,0.08,16.05,70.74,225.0
Amaravati,2017,100.75,172.04,53.94,18.49,0.11,14.05,59.2,251.0
Amaravati,2017,106.25,171.56,43.09,19.66,0.13,15.45,66.9,228.0
Amaravati,2017,83.79,141.83,47.47,17.37,0.3,13.35,77.54,223.0
Amaravati,2017,79.98,147.74,49.55,17.28,0.14,13.58,79.71,170.0
Amaravati,2017,76.27,152.59,56.0,19.53,0.15,29.88,56.97,165.0
Amaravati,2017,86.5,147.95,42.0,20.78,0.15,11.85,73.09,159.0
Amaravati,2017,100.62,167.75,47.68,23.68,0.22,10.85,62.78,232.0
Amaravati,2017,110.73,171.47,31.06,21.66,0.1,12.23,76.07,242.0
Amaravati,2017,107.7,170.21,43.54,22.52,0.17,18.07,64.6,274.0
Amaravati,2017,104.81,192.2,63.48,21.06,0.23,17.01,63.87,259.0
Amaravati,2017,89.95,175.16,64.53,18.87,0.27,15.52,62.49,225.0
Amaravati,2017,74.58,138.6,46.65,18.2,0.17,9.47,67.11,177.0
Amaravati,2017,56.68,109.33,33.26,16.86,0.1,8.26,66.91,120.0
Amaravati,2017,61.03,131.62,39.5,17.82,0.08,11.45,61.91,120.0
Amaravati,2018,59.03,108.83,23.36,18.03,0.09,26.05,87.55,120.0
Amaravati,2018,61.88,109.82,23.14,19.57,0.09,12.81,81.38,132.0
Amaravati,2018,71.57,137.48,39.99,25.61,0.09,16.82,80.3,136.0
Amaravati,2018,92.44,174.75,53.79,19.45,0.11,16.93,71.09,182.0
Amaravati,2018,92.9,162.69,56.39,21.02,0.08,23.11,68.79,222.0
Amaravati,2018,85.15,151.97,61.55,18.71,0.07,11.86,90.8,230.0
Amaravati,2018,81.47,145.68,46.9,20.18,0.07,9.63,96.49,224.0
Amaravati,2018,81.58,132.66,34.93,21.59,0.09,12.81,118.91,217.0
Amaravati,2018,79.56,146.64,37.58,17.71,0.05,17.77,137.61,230.0
Amaravati,2018,87.43,155.95,37.31,22.35,0.1,13.4,121.72,229.0
Amaravati,2018,87.33,153.97,42.52,23.66,0.08,35.39,106.17,229.0
Amaravati,2018,110.39,182.54,52.24,24.74,0.04,36.01,82.2,235.0
Amaravati,2018,77.51,125.01,36.41,20.06,0.05,14.36,72.16,214.0
Amaravati,2018,86.96,129.99,28.32,21.23,0.05,4.83,62.6,186.0
Amaravati,2018,76.29,115.53,21.35,20.38,0.05,8.75,69.99,172.0
Amaravati,2018,67.06,100.34,20.25,18.78,0.06,4.7,54.92,138.0
Amaravati,2018,68.34,104.45,26.26,20.29,0.06,6.43,45.63,125.0
Amaravati,2018,66.28,117.3,45.13,21.68,0.05,7.21,45.97,132.0
Amaravati,2018,64.98,116.14,45.4,21.32,0.06,8.83,50.28,111.0
Amaravati,2018,75.46,132.84,56.53,21.88,0.13,30.48,51.98,137.0
Amaravati,2018,81.58,141.85,38.15,19.33,0.05,11.04,59.76,172.0
Amaravati,2018,78.27,142.86,45.36,19.12,0.06,10.32,58.53,160.0
Amaravati,2018,79.01,138.14,45.43,20.29,0.06,10.18,58.04,163.0
Amaravati,2018,77.98,137.31,44.96,21.11,0.06,7.22,50.69,165.0
Amaravati,2018,77.96,155.73,59.92,23.45,0.06,31.01,40.77,139.0
Amaravati,2018,79.04,143.38,43.61,26.0,0.08,8.67,45.46,176.0
Amaravati,2018,77.78,131.14,43.84,26.3,0.09,7.62,43.26,162.0
Amaravati,2018,76.48,131.86,33.37,22.05,0.06,7.49,45.71,160.0
Amaravati,2018,74.2,135.97,35.82,20.24,0.07,12.16,53.0,142.0
Amaravati,2018,78.23,140.66,45.76,21.73,0.05,12.45,45.35,172.0
Amaravati,2018,68.53,147.48,61.52,19.74,0.04,23.68,37.99,134.0
Amaravati,2018,62.08,152.59,62.18,19.42,0.05,8.97,34.93,136.0
Amaravati,2018,50.64,130.36,45.52,19.89,0.07,10.61,40.57,130.0
Amaravati,2018,44.21,119.52,34.37,23.31,0.07,5.86,31.73,111.0
Amaravati,2018,50.71,115.65,35.16,11.19,0.06,8.16,32.58,117.0
Amaravati,2018,42.27,100.54,30.69,13.4,0.66,8.99,32.18,102.0
Amaravati,2018,39.41,101.1,28.53,17.9,0.81,5.86,28.72,108.0
Amaravati,2018,50.56,116.89,37.27,11.05,0.97,5.25,23.36,99.0
Amaravati,2018,50.54,120.05,26.96,13.02,0.9,17.9,36.66,121.0
Amaravati,2018,26.22,62.82,20.1,12.32,0.61,8.25,23.74,86.0
Amaravati,2018,31.83,66.74,16.83,11.9,0.61,5.87,24.72,57.0
Amaravati,2018,70.26,112.29,11.87,13.05,0.62,7.29,31.4,107.0
Amaravati,2018,59.47,99.73,12.85,11.94,0.68,7.62,30.57,118.0
Amaravati,2018,58.71,99.04,13.88,11.99,0.86,6.89,36.2,110.0
Amaravati,2018,56.29,107.96,16.71,10.89,0.95,12.91,48.39,114.0
Amaravati,2018,50.41,118.62,25.6,20.24,0.69,11.81,33.46,111.0
Amaravati,2018,57.53,128.81,25.03,33.72,0.78,25.39,31.15,117.0
Amaravati,2018,43.82,97.19,16.01,22.52,0.67,17.62,27.62,107.0
Amaravati,2018,42.71,80.24,17.35,24.68,0.49,9.53,30.68,87.0
Amaravati,2018,54.73,94.12,12.79,22.79,0.58,8.21,30.21,89.0
Amaravati,2018,50.91,99.84,16.33,23.18,0.64,10.34,26.24,97.0
Amaravati,2018,38.5,106.7,16.82,19.54,0.58,11.02,26.62,100.0
Amaravati,2018,32.21,107.43,17.33,18.13,0.6,11.81,24.84,105.0
Amaravati,2018,35.36,107.25,17.75,16.57,0.85,10.87,23.99,114.0
Amaravati,2018,59.65,127.26,19.14,20.46,0.7,10.82,21.64,116.0
Amaravati,2018,46.16,115.95,17.19,16.35,0.89,9.18,16.94,116.0
Amaravati,2018,34.31,107.74,20.85,15.88,0.89,13.97,16.28,98.0
Amaravati,2018,39.52,113.31,21.18,18.5,0.81,15.02,18.8,116.0
Amaravati,2018,43.08,116.06,19.02,22.46,0.79,22.7,25.64,108.0
Amaravati,2018,38.1,97.0,22.21,19.27,0.79,13.89,22.73,100.0
Amaravati,2018,33.08,83.16,18.83,14.52,0.72,8.98,23.63,92.0
Amaravati,2018,29.7,77.45,17.33,12.72,0.65,9.71,29.26,80.0
Amaravati,2018,38.67,82.67,22.81,12.41,0.66,12.63,22.9,88.0
Amaravati,2018,30.04,83.07,24.74,12.52,0.78,8.98,17.81,83.0
Amaravati,2018,39.72,103.81,26.29,14.03,0.81,9.68,17.53,100.0
Amaravati,2018,38.21,78.95,19.03,14.15,0.75,8.03,22.81,81.0
Amaravati,2018,58.31,124.64,28.85,14.0,1.03,10.21,22.24,112.0
Amaravati,2018,62.49,113.56,22.65,16.53,0.91,12.68,26.26,113.0
Amaravati,2018,49.04,102.46,19.92,14.09,0.64,6.82,26.52,105.0
Amaravati,2018,41.67,80.09,13.08,13.51,0.78,8.35,30.38,88.0
Amaravati,2018,32.44,75.3,19.07,12.65,0.68,7.75,21.52,78.0
Amaravati,2018,26.43,80.85,20.82,11.64,0.72,9.43,16.52,78.0
Amaravati,2018,25.08,60.67,15.22,14.1,0.56,8.63,13.8,69.0
Amaravati,2018,26.09,63.05,10.42,10.74,0.58,11.33,21.38,60.0
Amaravati,2018,16.62,39.94,8.18,11.53,0.58,6.37,12.68,51.0
Amaravati,2018,49.58,82.95,19.05,13.47,0.7,12.47,20.32,61.0
Amaravati,2018,43.52,80.01,20.43,13.75,0.8,10.57,23.36,90.0
Amaravati,2018,39.83,76.09,14.37,13.34,0.7,8.89,23.13,74.0
Amaravati,2018,36.89,76.61,18.83,13.96,0.57,7.04,13.58,76.0
Amaravati,2018,48.71,96.46,14.86,13.01,0.92,15.45,27.48,118.0
Amaravati,2018,52.69,94.25,14.44,15.35,0.59,16.81,19.03,92.0
Amaravati,2018,46.48,95.41,14.79,15.02,0.6,15.55,21.04,93.0
Amaravati,2018,44.22,77.62,8.53,14.58,0.73,9.61,23.87,88.0
Amaravati,2018,35.91,71.26,6.99,13.53,0.67,3.69,27.58,75.0
Amaravati,2018,39.05,81.51,9.86,10.94,0.68,7.26,23.74,79.0
Amaravati,2018,30.21,67.22,11.29,11.24,0.58,13.19,20.89,74.0
Amaravati,2018,31.14,60.35,10.36,11.8,0.83,14.42,20.99,62.0
Amaravati,2018,26.82,52.51,7.68,11.54,0.69,13.63,23.6,53.0
Amaravati,2018,26.34,52.07,8.43,9.3,0.57,18.83,23.6,53.0
Amaravati,2018,28.48,55.8,6.86,10.49,0.64,12.97,24.19,55.0
Amaravati,2018,21.83,52.92,5.28,7.53,0.55,8.3,23.34,52.0
Amaravati,2018,24.23,52.06,14.33,8.17,0.56,9.95,23.86,55.0
Amaravati,2018,22.29,55.96,11.27,10.88,0.67,8.08,19.63,56.0
Amaravati,2018,25.28,54.59,9.65,12.44,0.72,8.7,19.64,56.0
Amaravati,2018,19.68,45.57,6.63,8.44,0.69,5.86,14.34,52.0
Amaravati,2018,29.89,71.75,9.62,9.17,0.87,10.34,20.63,118.0
Amaravati,2018,24.4,70.25,10.84,10.27,0.74,7.4,13.13,76.0
Amaravati,2018,20.05,79.5,13.54,9.77,0.65,10.35,34.29,76.0
Amaravati,2018,23.72,55.74,8.86,10.54,0.81,6.71,19.29,81.0
Amaravati,2018,26.12,56.77,11.71,9.83,0.5,6.88,14.32,59.0
Amaravati,2018,13.0,29.0,2.8,20.1,0.89,9.16,19.6,118.0
Amaravati,2018,9.25,35.45,4.6,9.06,0.54,6.2,21.66,118.0
Amaravati,2018,7.16,26.39,5.22,8.62,0.59,6.62,14.29,46.0
Amaravati,2018,7.97,33.2,6.48,8.66,0.61,6.01,11.52,40.0
Amaravati,2018,6.48,23.83,3.54,8.32,0.47,5.97,11.63,33.0
Amaravati,2018,7.2,34.11,5.73,7.23,0.5,7.01,18.9,49.0
Amaravati,2018,8.27,27.27,5.86,6.04,0.53,6.69,7.51,32.0
Amaravati,2018,17.79,53.96,6.55,8.37,0.73,10.53,28.54,118.0
Amaravati,2018,9.21,27.62,3.26,6.59,0.44,6.91,11.95,42.0
Amaravati,2018,24.83,67.21,6.22,10.45,0.56,15.16,30.26,118.0
Amaravati,2018,19.78,49.86,4.9,6.3,0.66,7.64,23.67,53.0
Amaravati,2018,8.85,30.54,3.86,5.01,0.36,5.44,20.73,47.0
Amaravati,2018,25.0,61.0,8.8,7.5,0.89,9.16,19.6,118.0
Amaravati,2018,23.35,91.83,7.1,7.8,0.62,11.15,34.95,118.0
Amaravati,2018,18.48,62.52,12.71,6.68,0.76,7.38,17.57,79.0
Amaravati,2018,24.79,66.54,7.23,9.86,0.6,13.05,29.11,118.0
Amaravati,2018,11.04,38.34,5.11,6.78,0.48,6.21,16.31,47.0
Amaravati,2018,9.74,33.83,4.84,5.66,0.66,7.51,12.65,51.0
Amaravati,2018,10.35,30.98,5.55,4.43,1.01,5.38,7.55,52.0
Amaravati,2018,28.85,64.52,5.51,6.12,0.45,5.93,32.05,118.0
Amaravati,2018,22.81,53.85,6.96,5.76,0.8,7.09,34.26,88.0
Amaravati,2018,28.54,56.36,22.75,8.96,0.85,7.28,32.62,78.0
Amaravati,2018,18.46,39.45,14.17,12.76,0.49,6.37,30.3,90.0
Amaravati,2018,23.9,37.71,26.74,12.69,0.56,6.01,12.46,43.0
Amaravati,2018,48.57,95.68,21.69,15.85,0.89,9.16,30.84,118.0
Amaravati,2018,17.0,50.0,12.1,18.0,0.89,9.16,54.9,118.0
Amaravati,2018,29.12,74.4,10.7,10.16,0.54,17.55,53.09,118.0
Amaravati,2018,14.42,36.29,6.9,7.77,0.43,9.19,35.44,55.0
Amaravati,2018,19.06,43.83,9.93,9.06,0.54,8.34,51.0,118.0
Amaravati,2018,12.42,36.29,10.28,4.63,0.51,5.82,36.88,52.0
Amaravati,2018,21.4,54.19,8.19,9.19,0.57,9.63,56.23,118.0
Amaravati,2018,16.78,42.22,5.94,7.82,0.4,7.31,50.24,84.0
Amaravati,2018,19.77,62.11,10.0,9.3,1.03,12.02,43.79,95.0
Amaravati,2018,22.63,54.13,14.93,9.67,0.26,9.43,41.32,58.0
Amaravati,2018,22.44,55.03,10.94,9.46,1.31,7.48,40.74,118.0
Amaravati,2018,15.2,45.09,9.26,8.99,1.18,6.82,54.21,125.0
Amaravati,2018,9.58,28.33,9.05,13.54,0.59,7.27,122.21,192.0
Amaravati,2018,43.35,103.42,10.57,10.89,0.89,21.69,64.07,118.0
Amaravati,2018,16.44,54.42,7.26,9.16,0.89,8.06,40.47,81.0
Amaravati,2018,27.93,81.18,11.44,8.48,0.89,11.16,51.06,118.0
Amaravati,2018,13.23,41.25,5.4,9.37,0.89,6.55,29.12,65.0
Amaravati,2018,20.52,77.6,11.91,11.75,0.25,7.92,79.94,118.0
Amaravati,2018,25.62,56.44,13.88,11.52,0.48,7.3,44.62,86.0
Amaravati,2018,40.32,66.25,11.3,10.61,0.5,7.57,24.35,62.0
Amaravati,2018,13.07,37.35,8.59,9.78,0.46,6.09,29.05,78.0
Amaravati,2018,16.56,41.96,7.25,9.48,0.41,6.48,62.01,114.0
Amaravati,2018,19.57,44.72,7.72,10.79,0.34,5.99,64.58,103.0
Amaravati,2018,30.96,72.18,10.82,11.18,0.36,11.72,82.13,134.0
Amaravati,2018,32.1,83.29,10.17,9.85,0.29,6.4,105.09,168.0
Amaravati,2018,31.82,74.79,9.57,9.97,0.32,9.41,100.6,150.0
Amaravati,2018,37.5,84.96,11.57,10.06,0.57,4.53,79.11,127.0
Amaravati,2018,23.25,61.1,15.21,9.62,0.43,9.78,57.54,106.0
Amaravati,2018,27.42,57.28,19.38,7.89,0.32,6.83,77.6,129.0
Amaravati,2018,31.26,72.82,10.78,9.02,0.4,7.7,100.25,136.0
Amaravati,2018,28.12,70.21,13.18,11.27,0.38,7.28,126.43,155.0
Amaravati,2018,32.33,55.74,18.42,13.99,0.51,6.22,44.58,87.0
Amaravati,2018,19.29,31.22,13.9,17.3,0.42,5.87,65.87,84.0
Amaravati,2018,17.99,29.24,10.45,14.89,0.32,6.37,63.95,85.0
Amaravati,2018,12.72,24.79,9.03,10.79,0.4,5.82,72.26,91.0
Amaravati,2018,13.65,35.39,6.11,9.14,0.46,7.1,60.03,76.0
Amaravati,2018,17.64,47.81,10.06,9.74,0.49,5.81,46.41,60.0
Amaravati,2018,23.43,57.11,13.82,10.29,0.79,6.68,46.96,69.0
Amaravati,2018,25.92,68.27,15.08,9.72,0.61,6.36,36.27,64.0
Amaravati,2018,32.7,103.88,11.83,11.4,0.55,8.41,47.71,98.0
Amaravati,2018,31.58,107.31,13.57,13.41,1.13,8.66,62.14,128.0
Amaravati,2018,22.9,69.96,10.96,10.54,0.75,5.29,61.1,113.0
Amaravati,2018,24.23,78.11,8.32,10.85,0.98,9.0,59.68,87.0
Amaravati,2018,17.92,68.72,7.85,10.72,0.46,6.66,52.83,79.0
Amaravati,2018,17.38,55.59,9.13,9.36,0.84,6.18,54.36,69.0
Amaravati,2018,19.06,59.46,11.31,10.32,1.02,5.43,62.58,78.0
Amaravati,2018,18.81,55.66,11.7,11.32,1.01,5.53,62.72,88.0
Amaravati,2018,18.69,50.06,12.39,12.21,0.81,7.62,68.32,101.0
Amaravati,2018,17.85,43.47,11.42,11.67,1.05,6.86,63.17,80.0
Amaravati,2018,18.09,45.11,7.26,9.25,1.0,6.14,64.6,89.0
Amaravati,2018,18.93,60.89,7.4,10.94,0.55,6.76,50.27,71.0
Amaravati,2018,16.86,48.26,8.54,10.01,0.52,7.12,50.39,68.0
Amaravati,2018,16.85,54.97,10.6,11.26,0.57,7.55,43.4,56.0
Amaravati,2018,16.46,33.5,17.41,11.74,0.61,4.72,40.44,65.0
Amaravati,2018,18.4,49.43,13.66,13.37,0.38,5.51,48.0,66.0
Amaravati,2018,20.31,49.14,12.76,12.81,0.41,7.54,61.59,96.0
Amaravati,2018,23.99,46.59,16.64,15.06,0.51,5.01,46.14,68.0
Amaravati,2018,20.36,41.99,15.53,13.73,0.52,6.62,53.13,76.0
Amaravati,2018,15.08,38.79,13.96,10.28,0.4,4.9,44.36,70.0
Amaravati,2018,19.42,69.33,13.23,10.96,0.41,5.6,47.28,75.0
Amaravati,2018,13.93,48.97,10.72,11.11,0.33,6.52,44.77,73.0
Amaravati,2018,18.29,41.01,17.63,13.21,0.63,6.53,37.35,85.0
Amaravati,2018,17.25,32.02,6.82,11.04,0.37,4.65,65.23,83.0
Amaravati,2018,13.43,26.94,5.31,9.79,0.46,5.17,54.03,73.0
Amaravati,2018,16.83,38.25,7.43,9.56,0.37,5.69,61.43,75.0
Amaravati,2018,18.16,38.17,6.81,10.87,0.36,5.36,53.27,63.0
Amaravati,2018,16.89,30.98,6.37,10.19,0.39,6.75,54.84,62.0
Amaravati,2018,15.95,25.24,7.16,16.27,0.64,8.77,37.76,79.0
Amaravati,2018,14.05,30.86,7.74,13.78,0.16,6.45,30.33,37.0
Amaravati,2018,9.85,29.97,7.5,15.05,0.4,6.02,21.63,35.0
Amaravati,2018,8.68,26.62,5.01,12.07,0.31,6.29,19.52,31.0
Amaravati,2018,7.5,24.01,6.56,11.23,0.3,7.42,20.89,29.0
Amaravati,2018,7.75,28.62,8.7,13.07,0.44,10.4,25.38,32.0
Amaravati,2018,10.45,41.47,11.13,14.62,0.47,9.94,28.24,39.0
Amaravati,2018,12.7,49.26,9.81,11.05,0.42,8.98,32.3,48.0
Amaravati,2018,14.48,35.5,12.77,12.61,0.5,9.81,24.28,42.0
Amaravati,2018,17.96,47.61,14.95,14.75,0.69,6.51,32.73,73.0
Amaravati,2018,16.87,50.6,7.8,14.92,0.38,12.46,31.82,59.0
Amaravati,2018,16.46,62.29,15.94,15.03,0.47,13.78,34.5,118.0
Amaravati,2018,17.42,56.44,16.26,15.6,0.47,11.83,28.85,55.0
Amaravati,2018,17.79,68.97,16.25,14.24,0.62,10.42,26.08,86.0
Amaravati,2018,18.75,82.27,15.45,16.15,0.55,9.13,27.44,100.0
Amaravati,2018,11.92,46.76,7.75,16.19,0.57,10.97,29.93,85.0
Amaravati,2018,17.74,80.26,20.1,18.23,0.49,10.98,27.33,57.0
Amaravati,2018,21.78,76.32,20.63,18.8,0.44,9.64,25.7,85.0
Amaravati,2018,28.31,98.01,24.83,18.71,0.54,6.69,31.12,85.0
Amaravati,2018,27.1,112.48,23.91,21.23,0.47,12.6,23.43,106.0
Amaravati,2018,20.21,91.71,16.41,18.05,0.34,6.74,29.91,100.0
Amaravati,2018,18.52,51.48,18.33,20.07,0.43,12.46,28.73,68.0
Amaravati,2018,25.59,70.1,21.95,21.89,0.5,8.64,26.4,61.0
Amaravati,2018,21.79,75.21,15.65,19.74,0.38,11.1,30.57,71.0
Amaravati,2018,24.0,80.0,28.8,35.2,0.95,2.9,17.6,77.0
Amaravati,2018,17.79,72.48,14.87,16.48,0.42,11.28,30.9,118.0
Amaravati,2018,18.47,52.91,16.89,16.57,0.8,11.49,22.14,111.0
Amaravati,2018,16.73,40.15,16.05,19.69,0.44,9.02,20.11,47.0
Amaravati,2018,18.72,57.71,25.46,22.11,0.42,12.33,18.28,47.0
Amaravati,2018,11.39,28.72,11.2,24.46,0.39,9.47,21.17,48.0
Amaravati,2018,10.62,19.96,9.32,17.43,0.59,10.32,14.62,49.0
Amaravati,2018,8.1,15.83,8.58,11.88,0.77,8.72,14.52,50.0
Amaravati,2018,9.28,16.42,7.85,14.27,0.92,8.12,12.29,57.0
Amaravati,2018,7.45,20.5,8.92,14.63,0.88,8.35,16.01,60.0
Amaravati,2018,15.32,45.04,10.48,15.07,0.88,8.93,14.12,52.0
Amaravati,2018,8.84,23.71,6.74,18.92,0.95,8.39,21.01,54.0
Amaravati,2018,11.39,24.61,7.96,13.6,0.96,11.82,26.34,63.0
Amaravati,2018,12.51,32.52,6.6,14.61,0.86,9.47,28.28,53.0
Amaravati,2018,8.71,14.17,6.04,20.04,1.03,8.12,22.3,56.0
Amaravati,2018,10.46,22.96,11.24,13.4,0.99,10.48,18.45,118.0
Amaravati,2018,11.3,27.28,11.69,9.62,1.2,9.05,24.93,112.0
Amaravati,2018,7.0,7.8,7.66,17.12,1.08,8.39,17.77,75.0
Amaravati,2018,11.44,32.62,12.02,12.88,0.74,8.98,33.9,118.0
Amaravati,2018,15.76,40.74,19.03,16.38,1.36,9.46,23.34,89.0
Amaravati,2018,18.79,60.26,20.45,18.52,1.1,10.01,22.54,76.0
Amaravati,2018,15.05,43.47,14.59,19.91,0.95,10.12,22.85,78.0
Amaravati,2018,10.1,23.92,13.33,19.26,0.87,9.24,20.67,66.0
Amaravati,2018,14.43,43.47,16.04,17.73,0.95,9.76,24.54,61.0
Amaravati,2018,22.65,57.46,16.8,19.88,1.18,8.89,29.44,83.0
Amaravati,2018,28.45,81.89,19.36,20.7,1.39,9.78,29.76,87.0
